小区名称,销售情况,区划,区域,周边地铁,建筑材质,建造年份,房价,在售房数,成交数量,正在出租,Cluster
新月家园,"['30天成交0套', '4套正在出租']",丰台,卢沟桥,,11,2002-2004年,39071.0,,30,4,5
向阳街40号院,"['30天成交0套', '0套正在出租']",丰台,看丹桥,近地铁9号线丰台南路站,11,1987年,44377.0,,30,0,2
晓月新苑,"['共317个户型', '30天成交1套', '13套正在出租']",丰台,卢沟桥,,0,2007-2008年,36803.0,,317,13,5
益辰欣园,"['共279个户型', '30天成交0套', '11套正在出租']",丰台,科技园区,近地铁房山线白盆窑站,11,2000-2004年,53156.0,,279,11,2
西罗园北路,"['30天成交0套', '5套正在出租']",丰台,西罗园,近地铁4号线大兴线北京南站站,11,1986-1995年,56749.0,,30,5,2
西罗园北路15号,"['30天成交0套', '1套正在出租']",丰台,永定门,近地铁14号线永定门外站,11,1995-1998年,56000.0,,30,1,2
兴隆胡同,"['30天成交0套', '0套正在出租']",丰台,北大地,,11,1990年,62559.0,,30,0,2
杏林园,"['共127个户型', '30天成交0套', '3套正在出租']",丰台,角门,近地铁10号线角门东站,2,1998-2000年,53929.0,,127,3,2
玺萌丽苑,"['共368个户型', '30天成交1套', '15套正在出租']",丰台,草桥,近地铁4号线大兴线角门西站,5,2001-2004年,58384.0,,368,15,2
玺萌写字楼,"['30天成交0套', '0套正在出租']",丰台,草桥,近地铁4号线大兴线角门西站,2,2008年,,,30,0,0
兴琦家园,"['30天成交0套', '7套正在出租']",丰台,马家堡,近地铁4号线大兴线公益西桥站,11,2004-2005年,54880.0,,30,7,2
鑫融皓月,"['30天成交0套', '6套正在出租']",丰台,卢沟桥,,11,2008年,44717.0,,30,6,2
祥瑞苑,"['30天成交0套', '1套正在出租']",丰台,西罗园,近地铁8号线海户屯站,12,2000年,50279.0,,30,1,2
西四环南路50号,"['30天成交0套', '1套正在出租']",丰台,七里庄,,11,1980-1990年,57943.0,,30,1,2
小铁营36号院,"['30天成交0套', '0套正在出租']",丰台,蒲黄榆,近地铁5号线刘家窑站,11,1980-1997年,49222.0,,30,0,2
小屯路8号院,"['30天成交0套', '0套正在出租']",丰台,青塔,,11,1991年,46603.0,,30,0,2
西洼地,"['30天成交0套', '1套正在出租']",丰台,万源,近地铁8号线东高地站,5,1985-2006年,,,30,1,0
小屯东里2号院,"['30天成交0套', '0套正在出租']",丰台,青塔,,6,1990-1998年,48546.0,,30,0,2
西幸福街,"['共79个户型', '30天成交0套', '3套正在出租']",丰台,北大地,,11,1987-1990年,69515.0,,79,3,4
宣祥家园,"['30天成交0套', '2套正在出租']",丰台,木樨园,近地铁8号线木樨园站,2,2004-2005年,50454.0,,30,2,2
总部国际26号院,"['30天成交0套', '0套正在出租']",丰台,科技园区,,5,2008年,,,30,0,0
总部基地七区,"['30天成交0套', '0套正在出租']",丰台,科技园区,,2,2007年,,,30,0,0
总部国际,"['30天成交0套', '0套正在出租']",丰台,科技园区,近地铁9号线科怡路站,5,2002-2008年,,,30,0,0
总部基地一区,"['30天成交0套', '0套正在出租']",丰台,科技园区,近地铁16号线富丰桥站,5,2004-2010年,,,30,0,0
正邦嘉园二期,"['30天成交0套', '4套正在出租']",丰台,刘家窑,近地铁5号线刘家窑站,5,2003-2006年,43410.0,,30,4,2
总部基地五区,"['30天成交0套', '0套正在出租']",丰台,科技园区,近地铁9号线丰台科技园站,12,2002-2006年,,,30,0,0
总部基地十五区,"['30天成交0套', '0套正在出租']",丰台,科技园区,,2,2002年,,,30,0,0
总部基地十区,"['30天成交0套', '0套正在出租']",丰台,科技园区,,5,2002年,,,30,0,0
新兴家园,"['30天成交0套', '2套正在出租']",丰台,五里店,,2,1998-2002年,46374.0,,30,2,2
鑫源国际,"['30天成交0套', '10套正在出租']",丰台,成寿寺,近地铁10号线分钟寺站,3,2006-2011年,36916.0,,30,10,5
西铁营,"['30天成交0套', '0套正在出租']",丰台,右安门外,近地铁14号线 菜户营站,0,2017年,,,30,0,0
新月家园,"['30天成交0套', '4套正在出租']",丰台,卢沟桥,,11,2002-2004年,39071.0,,30,4,5
向阳街40号院,"['30天成交0套', '0套正在出租']",丰台,看丹桥,近地铁9号线丰台南路站,11,1987年,44377.0,,30,0,2
银海星月,"['共157个户型', '30天成交0套', '3套正在出租']",丰台,卢沟桥,,11,2003-2006年,45672.0,,157,3,2
怡海花园富泽园,"['30天成交2套', '24套正在出租']",丰台,科技园区,近地铁9号线丰台南路站,6,1998-2003年,56842.0,,30,24,2
怡海花园恒泰园,"['共531个户型', '30天成交0套', '37套正在出租']",丰台,科技园区,近地铁9号线科怡路站,5,1997-2006年,60702.0,,531,37,2
怡海花园恒丰园,"['共530个户型', '30天成交1套', '35套正在出租']",丰台,玉泉营,近地铁9号线科怡路站,5,1999-2006年,60308.0,,530,35,2
玉皇庄小区,"['30天成交0套', '0套正在出租']",丰台,丰台其它,,11,1984-2001年,28405.0,,30,0,5
于家坟,"['30天成交0套', '1套正在出租']",丰台,宋家庄,近地铁5号线宋家庄站,11,1998年,,,30,1,0
邮局宿舍,"['30天成交1套', '1套正在出租']",丰台,北大地,,11,1985-1993年,61112.0,,30,1,2
怡锦园,"['30天成交1套', '26套正在出租']",丰台,科技园区,,2,2003-2004年,57667.0,,30,26,2
悦璟轩,"['30天成交0套', '0套正在出租']",丰台,右安门外,近地铁14号线 景风门站,0,2006年,91067.0,,30,0,4
晓月苑一里,"['共282个户型', '30天成交3套', '9套正在出租']",丰台,卢沟桥,,11,1990-1999年,36016.0,,282,9,5
晓月新苑,"['共317个户型', '30天成交1套', '13套正在出租']",丰台,卢沟桥,,0,2007-2008年,36803.0,,317,13,5
益辰欣园,"['共279个户型', '30天成交0套', '11套正在出租']",丰台,科技园区,近地铁房山线白盆窑站,11,2000-2004年,53156.0,,279,11,2
玉安园,"['30天成交0套', '17套正在出租']",丰台,草桥,近地铁4号线大兴线角门西站,5,1998-2003年,51812.0,,30,17,2
西四环南路61号院,"['30天成交0套', '0套正在出租']",丰台,北大地,近地铁14号线大井站,11,1988年,,,30,0,0
西四环南路96号,"['30天成交0套', '0套正在出租']",丰台,北大地,,11,1989年,55724.0,,30,0,2
西四环南路81号院,"['30天成交0套', '0套正在出租']",丰台,北大地,,12,1990-1992年,,,30,0,0
小铁匠营,"['30天成交0套', '0套正在出租']",丰台,蒲黄榆,近地铁5号线刘家窑站,11,1975年,47911.0,,30,0,2
小屯路111号,"['30天成交0套', '0套正在出租']",丰台,青塔,,0,2010年,,,30,0,0
晓月苑北里,"['共26个户型', '30天成交0套', '1套正在出租']",丰台,卢沟桥,,11,1998-2001年,37581.0,,26,1,5
晓月苑五里,"['30天成交1套', '24套正在出租']",丰台,卢沟桥,,2,2003-2007年,35194.0,,30,24,5
晓月苑三里,"['30天成交0套', '5套正在出租']",丰台,卢沟桥,,11,1990-2002年,36832.0,,30,5,5
欣园小区,"['30天成交0套', '2套正在出租']",丰台,马连道,近地铁16号线红莲南路站,11,1995-2011年,71921.0,,30,2,4
鑫兆雅园南区,"['30天成交4套', '18套正在出租']",丰台,刘家窑,近地铁5号线宋家庄站,5,2002-2003年,64564.0,,30,18,2
小铁营36号院,"['30天成交0套', '0套正在出租']",丰台,蒲黄榆,近地铁5号线刘家窑站,11,1980-1997年,49222.0,,30,0,2
小屯路8号院,"['30天成交0套', '0套正在出租']",丰台,青塔,,11,1991年,46603.0,,30,0,2
祥瑞苑,"['30天成交0套', '1套正在出租']",丰台,西罗园,近地铁8号线海户屯站,12,2000年,50279.0,,30,1,2
西四环南路50号,"['30天成交0套', '1套正在出租']",丰台,七里庄,,11,1980-1990年,57943.0,,30,1,2
总部国际26号院,"['30天成交0套', '0套正在出租']",丰台,科技园区,,5,2008年,,,30,0,0
总部基地七区,"['30天成交0套', '0套正在出租']",丰台,科技园区,,2,2007年,,,30,0,0
总部国际,"['30天成交0套', '0套正在出租']",丰台,科技园区,近地铁9号线科怡路站,5,2002-2008年,,,30,0,0
总部基地一区,"['30天成交0套', '0套正在出租']",丰台,科技园区,近地铁16号线富丰桥站,5,2004-2010年,,,30,0,0
正邦嘉园二期,"['30天成交0套', '4套正在出租']",丰台,刘家窑,近地铁5号线刘家窑站,5,2003-2006年,43410.0,,30,4,2
总部基地五区,"['30天成交0套', '0套正在出租']",丰台,科技园区,近地铁9号线丰台科技园站,12,2002-2006年,,,30,0,0
总部基地十五区,"['30天成交0套', '0套正在出租']",丰台,科技园区,,2,2002年,,,30,0,0
总部基地十区,"['30天成交0套', '0套正在出租']",丰台,科技园区,,5,2002年,,,30,0,0
总部基地十二区,"['30天成交0套', '0套正在出租']",丰台,科技园区,,5,2002年,,,30,0,0
正邦嘉园一期,"['30天成交2套', '2套正在出租']",丰台,刘家窑,近地铁5号线刘家窑站,5,2001-2003年,46825.0,,30,2,2
总部基地十一区,"['30天成交0套', '0套正在出租']",丰台,科技园区,,6,2002年,,,30,0,0
郑常庄308号院,"['30天成交0套', '2套正在出租']",丰台,青塔,,11,1990-1998年,48112.0,,30,2,2
总部基地二区,"['30天成交0套', '0套正在出租']",丰台,科技园区,近地铁9号线丰台科技园站,5,2005-2013年,,,30,0,0
兆丰园,"['30天成交1套', '14套正在出租']",丰台,青塔,,5,2000-2007年,52342.0,,30,14,2
总部基地六区,"['30天成交0套', '0套正在出租']",丰台,科技园区,近地铁9号线丰台科技园站,5,2002年,,,30,0,0
总部基地三区,"['30天成交0套', '0套正在出租']",丰台,科技园区,近地铁9号线丰台科技园站,2,2005年,,,30,0,0
紫芳园三区,"['30天成交1套', '9套正在出租']",丰台,方庄,近地铁14号线方庄站,0,2007-2008年,83378.0,,30,9,4
总部基地八区,"['30天成交0套', '0套正在出租']",丰台,科技园区,近地铁9号线丰台科技园站,11,2003年,,,30,0,0
赵公口小区,"['30天成交0套', '20套正在出租']",丰台,木樨园,近地铁5号线刘家窑站,5,1987-1999年,54568.0,,30,20,2
中国钟表奥特莱斯,"['30天成交0套', '0套正在出租']",丰台,广安门,近地铁9号线北京西站站,0,2006年,,,30,0,0
张郭庄小区北,"['30天成交0套', '0套正在出租']",丰台,丰台其它,,12,2001年,,,30,0,0
朱家坟一里,"['30天成交0套', '0套正在出租']",丰台,丰台其它,,11,1986-1990年,,,30,0,0
珠江骏景南区,"['30天成交1套', '9套正在出租']",丰台,大红门,近地铁8号线海户屯站,6,2006-2010年,61000.0,,30,9,2
张家坟东里,"['30天成交0套', '0套正在出租']",丰台,丰台其它,,0,1990年,,,30,0,0
朱家坟三里,"['30天成交0套', '0套正在出租']",丰台,丰台其它,,11,1990年,,,30,0,0
造甲北里,"['30天成交0套', '0套正在出租']",丰台,看丹桥,近地铁9号线丰台南路站,11,1990-1997年,56493.0,,30,0,2
珠江骏景北区,"['30天成交2套', '15套正在出租']",丰台,大红门,近地铁8号线海户屯站,6,2004-2013年,61391.0,,30,15,2
紫光园,"['30天成交0套', '0套正在出租']",丰台,科技园区,,11,2000年,,,30,0,0
紫峪家园,"['30天成交0套', '0套正在出租']",丰台,丰台其它,,11,2000-2004年,,,30,0,0
政怡家园,"['30天成交0套', '12套正在出租']",丰台,宋家庄,近地铁5号线刘家窑站,0,2006年,57978.0,,30,12,2
张仪村4号院,"['共108个户型', '30天成交0套', '1套正在出租']",丰台,青塔,,11,1992-1995年,35670.0,,108,1,5
正阳大街,"['30天成交0套', '0套正在出租']",丰台,北大地,近地铁9号线丰台东大街站,14,1989年,63194.0,,30,0,2
至善街4号,"['30天成交0套', '0套正在出租']",丰台,和义,,11,1992-1998年,39103.0,,30,0,5
庄维多摩市三期,"['共63个户型', '30天成交1套', '8套正在出租']",丰台,七里庄,近地铁9号线丰台东大街站,2,2006-2013年,61694.0,,63,8,2
庄维多摩市二期,"['30天成交2套', '3套正在出租']",丰台,七里庄,近地铁9号线七里庄站,6,2004年,63538.0,,30,3,2
郑王坟212号院,"['30天成交0套', '3套正在出租']",丰台,玉泉营,近地铁10号线纪家庙站,11,1984-1985年,45543.0,,30,3,2
郑王坟280号院,"['30天成交0套', '1套正在出租']",丰台,玉泉营,近地铁10号线纪家庙站,11,1990-1991年,56154.0,,30,1,2
造甲南里20号院,"['30天成交0套', '1套正在出租']",丰台,玉泉营,近地铁9号线丰台南路站,11,1996-2001年,53638.0,,30,1,2
正旗大厦,"['30天成交0套', '0套正在出租']",丰台,角门,近地铁10号线角门东站,2,2004年,27331.0,,30,0,5
张家坟北里,"['30天成交0套', '0套正在出租']",丰台,丰台其它,,11,1990-1993年,,,30,0,0
郑王坟141号院,"['30天成交1套', '3套正在出租']",丰台,玉泉营,近地铁10号线纪家庙站,11,1970-1990年,51289.0,,30,3,2
造甲南里5号院,"['30天成交0套', '0套正在出租']",丰台,玉泉营,近地铁9号线丰台南路站,11,1991-1995年,57501.0,,30,0,2
自然新天地,"['30天成交0套', '0套正在出租']",丰台,大红门,近地铁10号线角门东站,2,2008年,24720.0,,30,0,5
筑梦园,"['30天成交0套', '6套正在出租']",丰台,刘家窑,近地铁5号线刘家窑站,12,2004年,62469.0,,30,6,2
至善街2号,"['30天成交0套', '0套正在出租']",丰台,和义,,0,1993年,,,30,0,0
中体奥林匹克花园一期,"['30天成交0套', '0套正在出租']",丰台,丰台其它,,5,2005-2008年,39319.0,,30,0,5
中体奥林匹克花园三期,"['30天成交0套', '2套正在出租']",丰台,丰台其它,,5,2007-2009年,33547.0,,30,2,5
中体奥林匹克花园二期,"['30天成交0套', '0套正在出租']",丰台,丰台其它,,11,2005-2008年,42200.0,,30,0,2
珠江骏景北区,"['30天成交2套', '15套正在出租']",丰台,大红门,近地铁8号线海户屯站,6,2004-2013年,61391.0,,30,15,2
紫光园,"['30天成交0套', '0套正在出租']",丰台,科技园区,,11,2000年,,,30,0,0
造甲街,"['30天成交0套', '0套正在出租']",丰台,看丹桥,近地铁9号线丰台南路站,11,1980-1999年,56690.0,,30,0,2
中景理想家,"['30天成交1套', '10套正在出租']",丰台,玉泉营,近地铁10号线丰台站站,12,2006-2011年,67486.0,,30,10,4
中建一局北院,"['30天成交0套', '0套正在出租']",丰台,七里庄,近地铁9号线七里庄站,12,1980-2000年,52841.0,,30,0,2
珠江御景,"['30天成交0套', '3套正在出租']",丰台,丰台其它,,5,2001-2010年,33120.0,,30,3,5
四营门北路二号院,"['30天成交0套', '1套正在出租']",丰台,万源,近地铁8号线东高地站,5,1986-1996年,,,30,1,0
首开石榴派,"['30天成交0套', '7套正在出租']",丰台,刘家窑,近地铁10号线石榴庄站,12,2011年,24791.0,,30,7,5
马连道欣园东路,"['30天成交0套', '2套正在出租']",丰台,马连道,近地铁16号线红莲南路站,11,1990-1998年,60982.0,,30,2,2
万年花城五期,"['30天成交0套', '17套正在出租']",丰台,玉泉营,近地铁10号线首经贸站,11,2001-2012年,84770.0,,30,17,4
西洼地,"['30天成交0套', '1套正在出租']",丰台,万源,近地铁8号线东高地站,5,1985-2006年,,,30,1,0
小屯东里2号院,"['30天成交0套', '0套正在出租']",丰台,青塔,,6,1990-1998年,48546.0,,30,0,2
西幸福街,"['共79个户型', '30天成交0套', '3套正在出租']",丰台,北大地,,11,1987-1990年,69515.0,,79,3,4
宣祥家园,"['30天成交0套', '2套正在出租']",丰台,木樨园,近地铁8号线木樨园站,2,2004-2005年,50454.0,,30,2,2
西罗园北路,"['30天成交0套', '5套正在出租']",丰台,西罗园,近地铁4号线大兴线北京南站站,11,1986-1995年,56749.0,,30,5,2
西罗园北路15号,"['30天成交0套', '1套正在出租']",丰台,永定门,近地铁14号线永定门外站,11,1995-1998年,56000.0,,30,1,2
兴隆胡同,"['30天成交0套', '0套正在出租']",丰台,北大地,,11,1990年,62559.0,,30,0,2
杏林园,"['共127个户型', '30天成交0套', '3套正在出租']",丰台,角门,近地铁10号线角门东站,2,1998-2000年,53929.0,,127,3,2
玺萌丽苑,"['共368个户型', '30天成交1套', '15套正在出租']",丰台,草桥,近地铁4号线大兴线角门西站,5,2001-2004年,58384.0,,368,15,2
玺萌写字楼,"['30天成交0套', '0套正在出租']",丰台,草桥,近地铁4号线大兴线角门西站,2,2008年,,,30,0,0
兴琦家园,"['30天成交0套', '7套正在出租']",丰台,马家堡,近地铁4号线大兴线公益西桥站,11,2004-2005年,54880.0,,30,7,2
玺萌苑,"['30天成交0套', '2套正在出租']",丰台,草桥,近地铁4号线大兴线角门西站,2,2001-2003年,58093.0,,30,2,2
鑫融皓月,"['30天成交0套', '6套正在出租']",丰台,卢沟桥,,11,2008年,44717.0,,30,6,2
夏季星空,"['30天成交0套', '0套正在出租']",丰台,草桥,近地铁4号线大兴线角门西站,11,2004年,78002.0,,30,0,4
辛佳竹园,"['30天成交0套', '0套正在出租']",丰台,丰台其它,,11,2003年,,,30,0,0
新开路16号院,"['共30个户型', '30天成交0套', '2套正在出租']",丰台,看丹桥,近地铁16号线富丰桥站,11,1981-1985年,41407.0,,30,2,2
西局欣园北区,"['30天成交0套', '2套正在出租']",丰台,七里庄,近地铁9号线七里庄站,11,2007年,84884.0,,30,2,4
小铁匠营,"['30天成交0套', '0套正在出租']",丰台,蒲黄榆,近地铁5号线刘家窑站,11,1975年,47911.0,,30,0,2
